채용 제목,채용 링크,회사명,회사 링크,지역,경력,학력,고용형태,연봉,직무 분야,등록일,마감일
[슈프라미에이아이] 인공지능/머신러닝 경력직 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488194&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)슈프리마,https://www.saramin.co.kr/zf_user/company-info/view?csn=RkVsUWVvVXE2U0MzVk4wZlk0VUxxUT09,경기전체,경력 2~10년,대졸↑,정규직,정보 없음,"데이터분석가, 딥러닝, 머신러닝, 블록체인, 빅데이터",2024/11/28,2024/12/28
반도체 비전 S/W 개발 직군 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492844&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)이노비즈,https://www.saramin.co.kr/zf_user/company-info/view?csn=VktZdEh1cXdnQUdCMThNbkNZTkk0UT09,경기 시흥시,경력,초대졸↑,정규직,정보 없음,"머신러닝, 영상처리, 컴퓨터비전, S/W, C#",2024/11/29,2024/12/28
철도차량사업부 전장설계팀 경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492359&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,유진기공산업(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=MlVTZThqUXB0MWU4c1NPTUFYeDNXQT09,경기 안산시 단원구,경력 3~10년,대졸↑,정규직,정보 없음,"MCU, 회로설계, 펌웨어, 펌웨어, 회로설계",2024/11/29,2024/12/31
의료기기 SW개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452737&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)레이언스,https://www.saramin.co.kr/zf_user/company-info/view?csn=bHBHMXI3c201NEZpR3dsdWhkbTNmQT09,경기전체,경력 5~15년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",2024/11/22,2024/12/28
[글로벌웨이] 신입 및 경력 영어 번역/검수(정규직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496415&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)글로벌웨이,https://www.saramin.co.kr/zf_user/company-info/view?csn=dEw1Nms3NUJqNjA4ZTQralh0ZlEvUT09,서울 강남구,신입·경력,학력무관,정규직,정보 없음,"게임개발, H/W, S/W, 통/번역, 교열",2024/12/01,2024/12/31
SRM(랙관리솔루션) / 모바일 업무관리 플랫폼 개발 및 유지보수,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49402851&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)라임에스엔씨,https://www.saramin.co.kr/zf_user/company-info/view?csn=d3dHME8vL0Y4SU5uRElRdjhWcnIxZz09,서울 금천구,경력 2~5년,초대졸↑,정규직,"3,600 만원","백엔드/서버개발, 웹개발, Java, jQuery, JSP",2024/11/14,2024/12/14
[팀프레시] 화물운송플랫폼 백엔드개발자(PM) (경력 5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488392&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)팀프레시,https://www.saramin.co.kr/zf_user/company-info/view?csn=REU0NXlTKytoNjcwbWt1WXA4cm0zZz09,서울 강남구,경력5년↑,학력무관,정규직,정보 없음,"기술지원, 백엔드/서버개발, 앱개발, 웹마스터, 프론트엔드",2024/11/28,2024/12/11
[팀프레시] 인프라팀 인프라 관리자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488096&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)팀프레시,https://www.saramin.co.kr/zf_user/company-info/view?csn=REU0NXlTKytoNjcwbWt1WXA4cm0zZz09,서울 강남구,경력 3~5년,학력무관,정규직,정보 없음,"정보보안, 네트워크, 방화벽, 솔루션, 인프라",2024/11/28,2024/12/11
[팀프레시] TMS스쿼드 백엔드 개발자 (경력 3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488450&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)팀프레시,https://www.saramin.co.kr/zf_user/company-info/view?csn=REU0NXlTKytoNjcwbWt1WXA4cm0zZz09,서울 강남구,경력3년↑,학력무관,정규직,정보 없음,"백엔드/서버개발, 유지보수, 프론트엔드, Java, React",2024/11/28,2024/12/11
[팀프레시] TMS스쿼드 안드로이드 앱 개발자 (경력 3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488440&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)팀프레시,https://www.saramin.co.kr/zf_user/company-info/view?csn=REU0NXlTKytoNjcwbWt1WXA4cm0zZz09,서울 강남구,경력3년↑,학력무관,정규직,정보 없음,"Android, 유지보수, Kotlin, 유통업, 물류업",2024/11/28,2024/12/11
정보보안 엔지니어 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49495608&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,로이정보기술(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=Qm9qckcxSzFtdWJ2SGVWWnR2VGdOUT09,서울 금천구,신입,초대졸↑,정규직,"3,000 만원","기술지원, 유지보수, 정보보안, 네트워크, 방화벽",2024/11/30,2024/12/29
"중견기업 Cyber Security Manager(ISO 21434) 대리,과장,차장(",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415144&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력 2~19년,대졸↑,정규직,정보 없음,"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅",2024/11/30,2024/12/17
"외국계 자동차전자부품 PM 대리,과장,차장급 구함(굿커리어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415292&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력 4~17년,대졸↑,정규직,정보 없음,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅, 유지보수",2024/11/30,2024/12/17
[쿠팡 CFS] 수도권 지역 자동화설비보전 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315660&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,쿠팡풀필먼트서비스(유),https://www.saramin.co.kr/zf_user/company-info/view?csn=TlRyK3AvTGRTdlIzaXhIQWZCS242Zz09,경기 이천시,신입·경력,학력무관,정규직,정보 없음,"유지보수, 시설관리, 설비점검, 기계조작원, 설비OP",2024/11/29,2024/12/30
[쿠팡 CFS] 인천/부천 지역 자동화설비보전 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315512&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,쿠팡풀필먼트서비스(유),https://www.saramin.co.kr/zf_user/company-info/view?csn=TlRyK3AvTGRTdlIzaXhIQWZCS242Zz09,인천 서구,신입·경력,학력무관,정규직,정보 없음,"유지보수, 시설관리, 설비점검, 기계조작원, 설비OP",2024/11/29,2024/12/30
[쿠팡 CFS] 경기광주/이천 지역 자동화설비보전 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315610&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,쿠팡풀필먼트서비스(유),https://www.saramin.co.kr/zf_user/company-info/view?csn=TlRyK3AvTGRTdlIzaXhIQWZCS242Zz09,경기 광주시,신입·경력,학력무관,정규직,정보 없음,"유지보수, 시설관리, 설비점검, 기계조작원, 설비OP",2024/11/29,2024/12/30
[코스닥 상장사] 각 분야 인재 모집 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49420765&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)하이로닉,https://www.saramin.co.kr/zf_user/company-info/view?csn=NHZKbDM5WFZicTMrM250VEJpS3FCdz09,경기 용인시 수지구,신입·경력,초대졸↑,정규직,정보 없음,"임베디드, 정보통신, 펌웨어, MCU, S/W",2024/11/26,2024/12/06
2024년 (주)더캐리 IT인력(정보혁신부) 전 부문 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465265&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)더캐리,https://www.saramin.co.kr/zf_user/company-info/view?csn=L3l6M1VaSUhYeWdGdXRGNXpQZ3kzQT09,서울 강남구,경력무관,대졸↑,정규직,정보 없음,"데이터분석가, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",2024/11/25,2024/12/31
"자율주행기업 라이다 펌웨어개발 대리,과장,차장급 구함(굿커리",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49442948&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력3년↑,대졸↑,정규직,정보 없음,"데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",2024/11/30,2024/12/21
"반도체대기업 Analog,Logic(RTL),Verification대리,과장,차장(굿",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415163&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력 2~17년,대졸↑,정규직,정보 없음,"프론트엔드, S/W, 연구원, R&D, R&D기획",2024/11/30,2024/12/17
"딥러닝,신호처리 알고리즘개발 대리,과장급(병특가능) (굿커리어",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415151&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력무관,대졸↑,정규직,정보 없음,"게임개발, 데이터분석가, 백엔드/서버개발, 앱개발, 웹개발",2024/11/30,2024/12/17
"의료기중견기업 HW,펌웨어개발 과장,차장급 구함(굿커리어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49415131&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력 7~18년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 앱개발, 웹개발, 프론트엔드, SE(시스템엔지니어)",2024/11/30,2024/12/17
"뉴미디어 콘텐츠 기획 및 영상 크리에이터(경력, 신입) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501350&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,뉴클(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=a0pBbXh6a3VwSUxta2RmWDJZNElWUT09,서울 송파구,신입·경력,대졸↑,정규직,정보 없음,"VR(가상현실), 에디터, 영상디자이너, 작가, 뉴미디어",2024/11/30,2024/12/30
"의류중견기업 IT시스템기획,개발팀장 과장,차장급 구함(굿커리어",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49479273&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,서울 강남구,경력 9~17년,대졸↑,정규직,정보 없음,"데이터엔지니어, 백엔드/서버개발, 유지보수, CISO, DBA",2024/11/30,2024/12/27
윈도우 어플리케이션 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468021&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,아우토크립트(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=OE4xc2N4QUhjZUtyQ1B2MEwyR0xxZz09,서울 영등포구,경력무관,대졸↑,정규직,정보 없음,"앱개발, 프론트엔드, 네트워크, Windows, C#",2024/11/25,2024/01/24
[유알피] 24년 공공기관상주_Java개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481919&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)유알피,https://www.saramin.co.kr/zf_user/company-info/view?csn=c2NLMkFIQ3BoSFgzb1JuR1FHd2lQZz09,서울 강서구,경력,초대졸↑,계약직·프리랜서,정보 없음,"웹개발, 유지보수, DBMS, Ajax, Eclipse",2024/11/27,2024/12/26
[유알피] 24년 공공기관상주 보안관리자(양평군) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481773&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)유알피,https://www.saramin.co.kr/zf_user/company-info/view?csn=c2NLMkFIQ3BoSFgzb1JuR1FHd2lQZz09,경기 양평군,경력,초대졸↑,계약직,정보 없음,"백엔드/서버개발, 보안컨설팅, 정보보안, SE(시스템엔지니어), 네트워크",2024/11/27,2024/12/26
[유알피] 24년 공공기관상주 서버 관리자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481594&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)유알피,https://www.saramin.co.kr/zf_user/company-info/view?csn=c2NLMkFIQ3BoSFgzb1JuR1FHd2lQZz09,서울전체,경력,초대졸↑,계약직,정보 없음,"백엔드/서버개발, 정보보안, SE(시스템엔지니어), 네트워크, Linux",2024/11/27,2024/12/26
[유알피] 24년 공공기관상주 네트워크 관리자(파주) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49481830&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)유알피,https://www.saramin.co.kr/zf_user/company-info/view?csn=c2NLMkFIQ3BoSFgzb1JuR1FHd2lQZz09,경기 파주시,경력,초대졸↑,계약직,정보 없음,"백엔드/서버개발, 유지보수, 정보보안, SE(시스템엔지니어), 네트워크",2024/11/27,2024/12/26
㈜위즈코리아/㈜위즈COK '24년 하반기 신입/경력 사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48464887&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)위즈코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=VkhUVW9UcUdna0RGVEN4ZXlDcThqQT09,서울전체,신입·경력,학력무관,정규직·병역특례,정보 없음,"백엔드/서버개발, 웹개발, 정보보안, 퍼블리셔, 프론트엔드",2024/11/20,2024/12/31
[광화문역] 글로벌 IT기업 POI 데이터 분석 및 업데이트 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49484251&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)맨파워그룹코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=SmJ4OVQyczYwSExPNWdMZlh4SGtydz09,서울 종로구,경력무관,초대졸↑,계약직·파견직,정보 없음,"데이터분석가, 데이터엔지니어, DBA, 데이터라벨링, 데이터마이닝",2024/11/30,2024/12/16
[신입/경력] 사무보조 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430203&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,에이치큐에스,https://www.saramin.co.kr/zf_user/company-info/view?csn=N3htV0FhYmNoUlJ4OXljRG5IOERLdz09,경기 화성시,경력무관,학력무관,정규직·계약직,정보 없음,"IT컨설팅, QA/테스터, 사무직, 문서작성, 비품관리",2024/11/30,2024/12/19
과학장비기업 SW 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458923&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)피플렙,https://www.saramin.co.kr/zf_user/company-info/view?csn=bGVYeU5YbVBJWmsza2RiQ3U1WkhJUT09,서울 마포구,경력 5~15년,초대졸↑,정규직,정보 없음,"펌웨어, MCU, S/W, C#, C++",2024/11/30,채용시
3D프린팅 전문기업 S/W 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465568&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)피플렙,https://www.saramin.co.kr/zf_user/company-info/view?csn=bGVYeU5YbVBJWmsza2RiQ3U1WkhJUT09,서울 강서구,경력3년↑,대졸↑,정규직,정보 없음,"이미지프로세싱, S/W, C#, C++, C언어",2024/11/30,채용시
"3D프린팅 전문기업 기구설계, HW 전장/제어",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465563&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)피플렙,https://www.saramin.co.kr/zf_user/company-info/view?csn=bGVYeU5YbVBJWmsza2RiQ3U1WkhJUT09,서울 강서구,경력3년↑,초대졸↑,정규직,정보 없음,"H/W, 로봇설계, 의료기기연구, 기구설계, 전장설계",2024/11/30,채용시
ASP.NET/MVC/백엔드개발(게임운영툴)/세계적인 게임사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49448414&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z3FCSzRTbFFyeS90K0VJNjJDMUlrQT09,경기 성남시 분당구,경력 4~12년,대졸↑,정규직,정보 없음,"백엔드/서버개발, Ajax, ASP.NET, HTML, HTML5",2024/11/30,2024/12/06
게임 데이터 엔지니어 담당 (플랫폼개발)/세계적인 게임사/판교,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477059&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z3FCSzRTbFFyeS90K0VJNjJDMUlrQT09,경기 성남시 분당구,경력 3~10년,대졸↑,정규직,정보 없음,"딥러닝, 머신러닝, 모델링, 빅데이터, .NET",2024/11/30,2024/12/11
비전 관련 얼굴생성 연구개발 담당/AI/세계적 게임사 [AI센터],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49468694&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z3FCSzRTbFFyeS90K0VJNjJDMUlrQT09,경기 성남시 분당구,경력2년↑,대졸↑,정규직,정보 없음,"머신러닝, OpenCV, Pytorch, Tensorflow, API",2024/11/30,2024/12/10
AI 프로젝트 PMO/프로젝트 관리/세계적인 게임사 AI센터/판교,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49484482&location=ts&searchType=search&paid_fl=n&search_uuid=cae2056f-f090-4071-a50e-bb5305df2bb0,(주)에이치알비즈코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=Z3FCSzRTbFFyeS90K0VJNjJDMUlrQT09,경기 성남시 분당구,경력 4~10년,대졸↑,정규직,정보 없음,"AI(인공지능), PMO, 기획, Confluence, JIRA",2024/11/30,2024/12/12
